Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Coverage,Sponsor,Affiliate,Links,AllStar,Coordination,Last update
447.875,-5,107.2,N6LXX,"Morrison, Mt. Morrison",CO,OPEN,A,194.7,ESE,,447.875,442.875,107.2,107.2,Jefferson,On-Air,"I-70,I-76,I-25,I-225",N6LXX,N6LXX,Full-time to the  N6LXX System .,29913,CCARC,
