Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Features,Web links,Coordination,Last update
145.37,-0.6,100,KB0VIU,Hesperus,CO,OPEN,,199.4,SW,,145.37,144.77,100,100,La Plata,On-Air,E-power.,http://www.sjcham.com,CCARC,
