Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Features,Coordination,Last update
146.74,-0.6,100,WB7CBS,Altamont,UT,OPEN,,212.9,WNW,,146.74,146.14,100,Duchesne,Off-Air,Autopatch.,UVHFS,
