Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Affiliate,Features,Links,Notes,Nets,Web links,Coordination,Last update
145.27,-0.6,103.5,K7JL,"Levan, Levan Peak",UT,OPEN,,137.8,WNW,,145.27,144.67,103.5,Juab,On-Air,Wide area.,K7JL,Intermountain Intertie,E-power.,Full-time to the  Intermountain Intertie System .,8,State RACES: 3rd Thursday of even-numbered months.,http://www.utahvhfs.org/snowlink.html,UVHFS,
