Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Sponsor,Features,IRLP,Coordination,Last update
449.625,-5,141.3,W0KU,"Golden, Lookout Mountain",CO,OPEN,I,194.2,E,,449.625,444.625,141.3,141.3,Jefferson,On-Air,Rocky Mountain Ham Radio,E-power,3750,CCARC,
