Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Grid,Op Status,Coverage,Sponsor,Notes,Nets,Coordination,Last update
146.78,-0.6,91.5,K7NAZ,"Williams, Bill Williams Mountain",AZ,OPEN,,243.5,SW,,146.78,146.18,91.5,Coconino,DM35ve,On-Air,,Bill Williams Mtn Radio Club,9,BWMRC Net Thurs 7:00pm,ARCA,
