Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Web links,Coordination,Last update
447.075,-5,131.8,N7FQ,Salem,UT,OPEN,,128.5,NW,,447.075,442.075,131.8,Utah,Off-Air,Utah County from Alpine to Payson.,http://www.n7fq.com/,UVHFS,
