Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,On-air,Coverage,Sponsor,Notes,Coordination,Last update
145.145,-0.6,100,KC7BJY,Marbleton,WY,OPEN,,263.1,NW,,145.145,144.545,100,Sublette,Unknown,"Marbleton, Big Piney, Pinedale and Boulder areas.",Sublette Co ARC,7,WRCG,
