Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Coverage,Sponsor,Coordination,Last update
448.675,-5,100,W0CFI,"Idaho Springs, Squaw Mountain",CO,OPEN,,222.8,E,,448.675,443.675,100,100,Denver,On-Air,Wide area.,W0CFI,CCARC,
