Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Coverage,Sponsor,Features,EchoLink,Coordination,Last update
145.115,-0.6,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,E,213.1,E,,145.115,144.515,100,100,Larimer,On-Air,Wide area.,Northern Colorado ARC,7,4236,CCARC,
