Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,D-STAR Enabled,Node,Sources,County,Op Status,Sponsor,Coordination,Last update
447.925,-5,,N7RDS,Tremonton,UT,OPEN,,227.8,NNW,,447.925,442.925,,N7RDS (B),"jfindu lookup 
    /   dstar-users lookup",Box Elder,Off-Air,NUTS,UVHFS,
