Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coordination,Last update
147.16,0.6,136.5,K7HEN,"Heber City, Strawberry Peak",UT,OPEN,,151.3,NW,,147.16,147.76,136.5,Wasatch,Off-Air,UVHFS,
