Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,IRLP,Notes,Web links,Last update
147.03,0.6,88.5,KS0GLD,Goodland,KS,OPEN,I,212,ESE,,147.03,147.63,88.5,Sherman,Off-Air,I-70,Sherman County Amateur Radio Club (SCARE),3769,This is the highest (above sea level) amateur repeater in Kansas.,SCARE on Facebook,
