Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,On-air,Coordination,Last update
146.91,-0.6,,N7GT,Casper,WY,OPEN,,169.9,NNW,,146.91,146.31,,Natrona,Unknown,WRCG,
