Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Features,Last update
449.5,-5,100,NB7I,"Casper, Casper Mtn.",WY,OPEN,,164.5,NNW,,449.5,444.5,100,Natrona,On-Air,"Wide area, linked to 147.390 Rawlins",Versatel,Solar Powered,
