Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,On-air,Coordination,Last update
147.345,0.6,,KC7MJI,Casper,WY,OPEN,,169.9,NNW,,147.345,147.945,,Natrona,Unknown,WRCG,
