Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Features,Web links,Coordination,Last update
449.65,-5,107.2,KC0CVU,"Salida, Methodist Mountain",CO,OPEN,,191.1,ESE,,449.65,444.65,107.2,Chaffee,On-Air,Wide area.,E-power.,CMRG Repeaters,CCARC,
