Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Features,EchoLink,Web links,Coordination,Last update
449.075,-5,167.9,N7BYU,"Provo, BYU",UT,OPEN,E,161,NW,,449.075,444.075,167.9,Utah,On-Air,Utah County from Alpine to Payson.,"KI7TD,  BYU ARC",4,96806,BYU Repeaters,UVHFS,
