Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,DMR Enabled,Color Code,Wide Network,County,Op Status,Coverage,Sponsor,Commands,Nets,Web links,Last update
446.975,-5,CC0,KB0VGD,"Golden, Table Mountain",CO,OPEN,,196.1,E,,446.975,441.975,,,0,,Jefferson,On-Air,Denver Metro Area,W0DMR,"TS 1, CC 2: TG 3171 - Northern Colorado Network, TG 3100 - DCI Bridge, TG 1776 - USA Network, TG 310 - Tac 310.  

TS 2, CC 2: TG 2 - Local","Tac 310 Net, Sundays 18:00 Mountain Time, TS1, TG 310.",http://www.w0dmr.org/,
