Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,D-STAR Enabled,Node,Sources,County,Op Status,Coverage,Sponsor,Web links,Coordination,Last update
145.375,-0.6,,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,214.5,ESE,,145.375,144.77,,KC0CVU (C) Repeater,"jfindu lookup 
    /   dstar-users lookup",El Paso,On-Air,wide area,Cheyenne Mountain Repeater Group (CMRG),http://www.cmrg.org,CCARC,
