Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,D-STAR Enabled,Node,Sources,County,Op Status,Sponsor,Last update
446.9125,-5,,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,214.5,ESE,,446.9125,441.9125,,KC0CVU (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",El Paso,On-Air,Cheyenne Mountain Repeater Group (CMRG),
