Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Sponsor,Features,Web links,Coordination,Last update
443.45,5,131.8,KA5B,Clovis,NM,OPEN,,290.8,SE,,443.45,448.45,131.8,Curry,On-Air,Eastern New Mexico ARC,"Closed autopatch, e-power.",http://ka5b.org/,NMFCC,
