Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Sponsor,Notes,Coordination,Last update
448.45,-5,100,KC7IIB,"Salt Lake City, Ensign Peak",UT,OPEN,,171.5,NW,,448.45,443.45,100,Salt Lake,On-Air,Salt Lake Co ARES,5,UVHFS,
