Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Features,Coordination,Last update
146.84,-0.6,,N7PCE,"Salt Lake City, Jordan Vly Hospital",UT,OPEN,,164.1,NW,,146.84,146.24,,Salt Lake,On-Air,Salt Lake Valley communities from Salt Lake City to Draper.,Salt Lake Co ARES,4,UVHFS,
