Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Grid,Op Status,Coverage,Notes,Last update
447.725,-5,167.9,KX7VC,"Highland, KX7VC QTH",UT,OPEN,,175.4,NW,,447.725,442.725,167.9,167.9,Utah,DN40ck,On-Air,,Normally connected via Allstar to Alaska Morning Net,
