Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Affiliate,Coordination,Last update
448.2,-5,100,KC5WDV,"Gallup, Deza Bluffs",NM,OPEN,,182.9,SSE,,448.2,443.2,100,McKinley,On-Air,McKinley County ARES,NMFCC,
