Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,YSF Digital Enabled,DG-ID,WIRES-X,County,Op Status,Coverage,Sponsor,Coordination,Last update
449.9,-5,,N7RRB,"Casper, Casper Mountain",WY,OPEN,W,162.6,NNW,,449.9,444.9,,Open ↑ / Open ↓,11941,Natrona,On-Air,Metro area.,Casper Amateur Radio Club,WRCG,
