Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Sponsor,Web links,Coordination,Last update
145.43,-0.6,107.2,WA6IFI,"Trinidad, Raton Pass",CO,OPEN,,141.6,SSE,,145.43,144.83,107.2,Las Animas,On-Air,Cheyenne Mountain Repeater Group,CMRG Repeaters,CCARC,
