Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Affiliate,Features,AllStar,Notes,Nets,Web links,Coordination,Last update
147.08,0.6,100,NM5SC,"Placitas, La Madera",NM,OPEN,A,192.9,S,,147.08,147.68,100,Sandoval,On-Air,"Wide area: Sandia Mtns, Edgewood, Moriarty, Madrid, Golden.",Sandoval County ARES,ARRL,"Linked, e-power.",28176,25,Sandoval County ARES: Mon at 19:30.,http://www.nmscares.org,NMFCC,
