Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Sponsor,Features,Web links,Coordination,Last update
147.2,0.6,162.2,N5BGC,"Santa Fe, St Vincent Hospital",NM,OPEN,,258.5,SE,,147.2,147.8,162.2,Santa Fe,On-Air,Santa Fe ARC,E-power. Full time link to Tesuque Peak.,SFARC Repeaters,NMFCC,
