Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Sponsor,Features,Notes,Last update
146.67,-0.6,CSQ,N0UVP,Gordon,NE,OPEN,,213.6,NE,,146.67,146.07,CSQ,CSQ,Sheridan,Off-Air,SHARC,E-power.,"Working on the transmitter, hope to be back on the air soon.",
