Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Coverage,Sponsor,Features,Links,IRLP,Notes,Web links,Last update
444.95,5,100,W0MI,"Scott City, K-Link",KS,OPEN,I,218.1,SE,,444.95,449.95,100,100,Scott,On-Air,Click for coverage map.  35 mi radius.,SHARC,"Linked to K-Link Repeater Network 
IRLP node 7356.",Full-time to the  K-Link System .,7356,"IRLP direct dial, 73 to disconnect. 
Please return to 9335 when finished.",http://ks0lnk.net,
