Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Coverage,Sponsor,EchoLink,AllStar,Notes,Coordination,Last update
927.5875,0,131.8,WB7BYV,"Prescott, Airport",AZ,OPEN,EA,293.4,SW,,927.5875,927.5875,131.8,131.8,Yavapai,On-Air,"Prescott, Chino Valley, Prescott Valley",WB7BYV,204752,29976,Simplex Node,ARCA,
