Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Sponsor,Coordination,Last update
447.925,-5,100,K0FEZ,Denver,CO,OPEN,,207.6,E,,447.925,442.925,100,100,Denver,On-Air,RADOPS El Jebel Shriners,CCARC,
