Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Sponsor,Links,Last update
147.165,0.6,88.5,KB0VJJ,Steamboat Springs,CO,OPEN,,196,NE,,147.165,147.765,88.5,123,Routt,On-Air,Colorado Connection,Full-time to the  Colorado Connection System .,
