Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Sponsor,Links,Coordination,Last update
147.285,0.6,88.5,KB0VJJ,"Winter Park, Winter Park",CO,OPEN,,222,E,,147.285,147.885,88.5,123,Grand,On-Air,Colorado Connection,Full-time to the  Colorado Connection System .,CCARC,
