Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Features,Last update
145.475,-0.6,,WD0BQM,Scottsbluff,NE,OPEN,,264.2,NE,,145.475,144.875,,Scotts Bluff,On-Air,20,RWMC,e-power.,
