Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Coverage,Sponsor,Links,Nets,Coordination,Last update
53.03,-1,D261,N7HYF,Lander,WY,OPEN,,243.8,NW,,53.03,52.03,D261,D261,Fremont,On-Air,Wide area,WYAME/N7HYF,"Full-time to  
        147.06000 (N7HYF) at Boysen, Boysen Peak, WY .
 


Full-time to  
        449.90000 (N7HYF) at Lander, Limestone Mountain, WY .","WY Dxers assoc. 
WYAME Nets.",WRCG,
