Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Features,Coordination,Last update
448.7,-5,114.8,N7IMF,"Lehi, Lake Mountain",UT,OPEN,,173.4,NW,,448.7,443.7,114.8,Salt Lake,Off-Air,Wide area: Utah County from Alpine to Payson. Salt Lake Valley communities from Salt Lake City to Draper.,7,UVHFS,
