Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Affiliate,Features,Links,Nets,Coordination,Last update
147.2,0.6,88.5,N7ZOI,"Midway, Wilson Peak",UT,OPEN,,144.4,NW,,147.2,147.8,88.5,Wasatch,On-Air,Heber city and surrounding communities.,High Valley ARC,8,"Full-time to  
        449.52500 (K7JL) at Brighton, Scott's Peak, UT .",HVARC: Wed at 20:00.,UVHFS,
