Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Coordination,Last update
449.95,-5,,N7ZOI,Midway,UT,OPEN,,141.4,NW,,449.95,444.95,,Wasatch,On-Air,Heber city and surrounding communities.,UVHFS,
