Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,D-STAR Enabled,Node,Sources,County,Op Status,Coordination,Last update
1299.25,-20,,KF7YIX,"Torquerville, Hurricane Mesa",UT,OPEN,,97.7,WNW,,1299.25,1279.25,,KF7YIX (A) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",Washington,On-Air,UVHFS,
