Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Location Photo,County,Op Status,Coverage,Sponsor,Features,EchoLink,IRLP,Web links,Coordination,Last update
449.05,-5,88.5,K7SDC,"Sunnyside, Bruin Point",UT,OPEN,EI,85,NNW,,449.05,444.05,88.5,,Carbon,On-Air,"Wide area: Roosevelt, Duchesne, near Vernal, and Price, with spotty coverage from Price down to I-70 on US-6 and US-10.",Sinbad Desert ARC,Remote base.,64264,3270,http://sdarc.us/repeaters/bruin.html,UVHFS,
