Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Location Photo,County,Grid,Op Status,Coverage,Sponsor,Features,EchoLink,IRLP,Notes,Web links,Coordination,Last update
147.32,0.6,88.5,K7SDC,"Sunnyside, Bruin Point",UT,OPEN,EI,85,NNW,,147.32,147.92,88.5,,Carbon,DM49tp,On-Air,"Wide area: Roosevelt, Duchesne, near Vernal, and Price, with spotty coverage from Price down to I-70 on US-6 and US-10. 50 mi radius.",Sinbad Desert ARC,Remote base.,64264,3270,110,http://sdarc.us/repeaters/bruin.html,UVHFS,
