Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,On-air,Sponsor,Features,Coordination,Last update
224.5,-1.6,88.5,W7CEU,"Price,  Wood Hill",UT,OPEN,,98.6,NW,,224.5,222.9,88.5,Carbon,Unknown,College of Eastern Utah ARC,5,UVHFS,
