Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,On-air,Coverage,Sponsor,Coordination,Last update
448.3,-5,88.5,W7CEU,"Price,  Wood Hill",UT,OPEN,,73.5,NW,,448.3,443.3,88.5,Carbon,Unknown,Price.,College of Eastern Utah ARC,UVHFS,
