Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,DMR Enabled,Color Code,Wide Network,County,Op Status,Coverage,Sponsor,Features,Notes,Last update
447.35,-5,CC1 CSQ,NU7TS,"Pleasant View, Rocky Point",UT,OPEN,,231.3,NNW,,447.35,442.35,CSQ,CSQ,,1,,Weber,On-Air,Weber COunty,WA7KMF,DMR,"Temporary location until spring. Brandmeister System TS1 TG3100, TS2 TG3149, TG31491",
