Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Sponsor,Features,Coordination,Last update
927.8375,-25,151.4,N7TWW,"Flagstaff, Mt. Elden",AZ,OPEN,,292.6,SW,,927.8375,902.8375,151.4,151.4,Coconino,On-Air,FHART,Linked.,ARCA,
