Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,DMR Enabled,Color Code,Wide Network,County,Op Status,Coverage,Coordination,Last update
444.775,5,CC12 123.0,AD0BN,"Green River, Green River High School",WY,OPEN,,206.9,NW,,444.775,449.775,123,123,,12,,Sweetwater,Testing,"Note: This repeater will operate in digital mode only. It may, however, be switched to analogue mode under special circumstances and will use a tone of 123/123. Digital repeater should provide portable coverage in the Green River area when operational. Repeater is not currently on-air but has been coordinated and is awaiting installation. Please use Talkgroup 2 and Timeslot 2 for local communications. Repeater uses color 12.",WRCG,
