Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Features,Notes,Coordination,Last update
448.4,-5,100,WA7GTU,Cedar City,UT,OPEN,,199.9,WSW,,448.4,443.4,100,Iron,On-Air,Wide area: Cedar City and nearby communities.,WA7GTU,HF remote base.,5,UVHFS,
