Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Features,Commands,Notes,Coordination,Last update
449.5,-5,100,WA7GTU,"Cedar City, Iron Mountain",UT,OPEN,,217.6,WSW,,449.5,444.5,100,Iron,On-Air,Cedar City and surrounding communities,WA7GTU,2,"Contact sponsor, WA7GTU",KCIN tower.,UVHFS,
