Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Features,Coordination,Last update
224.78,-1.6,100,KD0J,"Salt Lake City, Jordan Vly Hospital",UT,OPEN,,164.1,NW,,224.78,223.18,100,Salt Lake,On-Air,Salt Lake Valley communities from Salt Lake City to Draper.,5,UVHFS,
