Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,YSF Digital Enabled,DG-ID,County,Op Status,Coverage,Sponsor,Coordination,Last update
448.525,-5,100,K7XRD,"Salt Lake City, Ensign Peak",UT,OPEN,,197.9,NW,,448.525,443.525,,Open ↑ / Open ↓,Salt Lake,On-Air,Salt Lake Valley,SL Crossroads ARC,UVHFS,
