Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Notes,Coordination,Last update
145.19,-0.6,123,W7IHC,"Salt Lake City, Intermountain Ridge",UT,OPEN,,165.9,NW,,145.19,144.59,123,Salt Lake,On-Air,Wide area.,IHCRC,8,UVHFS,
