Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Affiliate,Features,Links,Notes,Nets,Web links,Coordination,Last update
449.4,-5,100,K7JL,"Salt Lake City, Ensign Peak",UT,OPEN,,171.6,NW,,449.4,444.4,100,Salt Lake,On-Air,Salt Lake Valley communities from Salt Lake City to Draper. 50 mi radius.,K7JL,Intermountain Intertie,2,Full-time to the  Intermountain Intertie System .,5,UVHFS Net: Tue at 20:00.,http://www.utahvhfs.org/snowlink.html,UVHFS,
