Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Features,IRLP,Coordination,Last update
449.275,-5,88.5,K7OJU,"Salt Lake City,  Ensign Peak",UT,OPEN,I,198.3,NW,,449.275,444.275,88.5,Salt Lake,On-Air,Wide area: Salt Lake Valley communities from Salt Lake City to Draper.,Linked.,3407,UVHFS,
