Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,On-air,Coverage,Sponsor,Web links,Coordination,Last update
449.9,-5,100,KD0J,"Salt Lake City, Ensign Peak",UT,OPEN,,171.5,NW,,449.9,444.9,100,Salt Lake,Unknown,Salt Lake Valley communities from Salt Lake City to Draper.,Salt Lake Co ARES,http://utahvhfs.org,UVHFS,
