Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Features,Nets,Coordination,Last update
448.05,-5,100,K7CSW,"Salt Lake City, SLC",UT,OPEN,,198.7,NW,,448.05,443.05,100,Salt Lake,On-Air,Salt Lake Valley communities from Salt Lake City to Draper. North Salt Lake to South Ogden,Salt Lake Peaks ARC,4,"CSW Net, Mon-Thur, 7:05am",UVHFS,
