Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Features,Links,Web links,Coordination,Last update
53.15,-1,146.2,KI7DX,"Salt Lake City, Farnsworth Peak",UT,OPEN,,176.2,NW,,53.15,52.15,146.2,Salt Lake,On-Air,"Wide area: Salt Lake Valley communities from Salt Lake City to Draper. Utah County from Alpine to Payson. Tooele Valley and communities from Grantsville down toward Vernon. Interstate 80 corridor west of the Wasatch Front to the Nevada border. South Davis County, from North Salt Lake to Farmington.",WA7X,9,"Full-time to  
        448.15000 (KI7DX) at Salt Lake City, Farnsworth Peak, UT .",http://www.wa7x.com/ki7dx_rpt.html,UVHFS,
