Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,On-air,Coverage,Sponsor,Features,Coordination,Last update
448.175,-5,203.5,KD7IMS,"Salt Lake City,  Ensign Peak",UT,OPEN,,198.3,NW,,448.175,443.175,203.5,Salt Lake,Unknown,Wide area: Salt Lake Valley communities from Salt Lake City to Draper.,N7HIW,5,UVHFS,
