Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Grid,Op Status,Coverage,Sponsor,Features,Coordination,Last update
447.025,-5,100,W0HU,Salt Lake City,UT,OPEN,,198.8,NW,,447.025,442.025,100,Salt Lake,DN40as,On-Air,Wide area.,Salt Lake Co ARES,4,UVHFS,
