Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,On-air,Coverage,Coordination,Last update
927.5875,-25,D432,W7XDX,Salt Lake City,UT,OPEN,,195.8,NW,,927.5875,902.5875,D432,Salt Lake,Unknown,Wasatch Front from Payson to Tremonton.,UVHFS,
