Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,On-air,Coverage,Sponsor,Features,Coordination,Last update
145.21,-0.6,CSQ,AA7JR,"Salt Lake City, Capitol",UT,OPEN,,196.6,NW,,145.21,144.61,CSQ,Salt Lake,Unknown,Salt Lake Valley communities from Salt Lake City to Draper.,Utah VHF Society,Autopatch.,UVHFS,
