Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Features,Coordination,Last update
448.1,-5,114.8,KD7NX,"Salt Lake City,  U of U Hospital",UT,OPEN,,194.6,NW,,448.1,443.1,114.8,Salt Lake,On-Air,Salt Lake Valley communities from Salt Lake City to Draper. Utah County from Alpine to Payson.,4,UVHFS,
